Date,Price,Open,High,Low,Vol.,Change %
2023-01-02,"1,353.04","1,350.53","1,363.07","1,348.64",,0.27%
2023-01-03,"1,349.36","1,354.25","1,363.52","1,343.94",,-0.27%
2023-01-04,"1,347.11","1,349.69","1,352.81","1,342.60",,-0.17%
2023-01-05,"1,340.52","1,347.80","1,352.33","1,339.23",,-0.49%
2023-01-06,"1,334.23","1,341.12","1,342.10","1,327.38",,-0.47%
2023-01-09,"1,329.50","1,333.72","1,338.20","1,325.23",,-0.35%
2023-01-10,"1,331.87","1,330.19","1,340.26","1,326.58",,0.18%
2023-01-11,"1,336.31","1,332.57","1,344.29","1,329.97",,0.33%
2023-01-12,"1,344.20","1,336.46","1,346.41","1,334.52",,0.59%
2023-01-13,"1,339.71","1,344.62","1,350.51","1,337.79",,-0.33%
2023-01-16,"1,342.93","1,340.92","1,344.94","1,336.59",,0.24%
2023-01-17,"1,334.84","1,343.57","1,346.58","1,334.03",,-0.60%
2023-01-18,"1,335.72","1,335.15","1,343.65","1,331.01",,0.07%
2023-01-19,"1,334.11","1,336.42","1,341.80","1,329.60",,-0.12%
2023-01-20,"1,333.80","1,334.81","1,341.36","1,332.79",,-0.02%
2023-01-23,"1,336.73","1,336.17","1,342.41","1,333.84",,0.22%
2023-01-24,"1,340.91","1,337.42","1,344.97","1,335.69",,0.31%
2023-01-25,"1,345.35","1,342.29","1,350.66","1,339.31",,0.33%
2023-01-26,"1,341.35","1,346.04","1,347.82","1,339.09",,-0.30%
2023-01-27,"1,336.23","1,342.18","1,345.79","1,334.56",,-0.38%
2023-01-30,"1,335.40","1,337.61","1,340.87","1,332.06",,-0.06%
2023-01-31,"1,339.61","1,336.10","1,342.81","1,332.68",,0.32%
2023-02-01,"1,343.16","1,340.19","1,346.84","1,335.46",,0.27%
2023-02-02,"1,336.23","1,343.34","1,348.71","1,333.87",,-0.52%
2023-02-03,"1,346.38","1,336.93","1,351.34","1,333.97",,0.76%
2023-02-06,"1,352.25","1,346.44","1,357.04","1,342.04",,0.44%
2023-02-07,"1,346.92","1,353.17","1,355.05","1,344.72",,-0.39%
2023-02-08,"1,349.83","1,346.97","1,357.85","1,342.99",,0.22%
2023-02-09,"1,357.50","1,350.52","1,359.21","1,349.11",,0.57%
2023-02-10,"1,353.26","1,358.21","1,360.31","1,351.17",,-0.31%
2023-02-13,"1,364.67","1,354.06","1,368.29","1,351.97",,0.84%
2023-02-14,"1,366.06","1,365.24","1,368.81","1,357.30",,0.10%
2023-02-15,"1,371.98","1,366.50","1,378.69","1,365.46",,0.43%
2023-02-16,"1,375.65","1,372.56","1,381.72","1,369.67",,0.27%
2023-02-17,"1,385.80","1,376.36","1,389.00","1,374.88",,0.74%
2023-02-20,"1,384.43","1,385.08","1,387.89","1,381.32",,-0.10%
2023-02-21,"1,390.10","1,385.35","1,394.19","1,380.14",,0.41%
2023-02-22,"1,380.94","1,390.54","1,393.34","1,378.98",,-0.66%
2023-02-23,"1,375.11","1,381.62","1,386.57","1,371.82",,-0.42%
2023-02-24,"1,386.22","1,375.43","1,390.83","1,373.84",,0.81%
2023-02-27,"1,397.37","1,386.01","1,399.81","1,385.01",,0.80%
2023-02-28,"1,399.23","1,398.69","1,407.44","1,392.78",,0.13%
2023-03-01,"1,392.48","1,399.93","1,400.69","1,387.09",,-0.48%
2023-03-02,"1,389.10","1,392.99","1,400.70","1,388.16",,-0.24%
2023-03-03,"1,377.62","1,389.81","1,390.78","1,376.45",,-0.83%
2023-03-06,"1,384.79","1,375.99","1,388.90","1,375.05",,0.52%
2023-03-07,"1,390.40","1,385.98","1,393.71","1,385.00",,0.41%
2023-03-08,"1,387.99","1,390.71","1,395.06","1,384.00",,-0.17%
2023-03-09,"1,402.39","1,388.67","1,404.14","1,387.07",,1.04%
2023-03-10,"1,405.13","1,402.98","1,409.07","1,394.76",,0.20%
2023-03-13,"1,391.10","1,406.02","1,413.67","1,390.55",,-1.00%
2023-03-14,"1,400.04","1,391.74","1,407.22","1,389.34",,0.64%
2023-03-15,"1,388.54","1,400.53","1,404.43","1,386.07",,-0.82%
2023-03-16,"1,379.55","1,389.16","1,394.97","1,380.79",,-0.65%
2023-03-17,"1,395.51","1,381.14","1,397.08","1,379.84",,1.16%
2023-03-20,"1,398.27","1,400.01","1,403.09","1,387.90",,0.20%
2023-03-21,"1,403.52","1,399.55","1,408.62","1,395.64",,0.38%
2023-03-22,"1,408.82","1,403.90","1,415.75","1,401.17",,0.38%
2023-03-23,"1,392.99","1,409.88","1,413.68","1,390.32",,-1.12%
2023-03-24,"1,392.92","1,393.29","1,404.60","1,390.06",,-0.01%
2023-03-27,"1,401.23","1,395.23","1,404.08","1,394.39",,0.60%
2023-03-28,"1,406.38","1,401.89","1,409.95","1,398.60",,0.37%
