date,entity,mean_sent,std_sent,count
2019-08-21 00:00:00+09:00,김영섭,-0.9989870190620422,,1
2019-08-21 00:00:00+09:00,남양유업우,-0.9998276233673096,,1
2019-08-21 00:00:00+09:00,동양생명,-0.9998276233673096,,1
2019-08-21 00:00:00+09:00,삼성전자,-0.9998276233673096,,1
2019-08-21 00:00:00+09:00,쌍용차,-0.9998276233673096,,1
2019-08-21 00:00:00+09:00,채희봉,-0.9991980195045471,,1
2019-08-21 00:00:00+09:00,한국가스공사,-0.9991980195045471,,1
2019-08-22 00:00:00+09:00,##강우,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,##건,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,##생활,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,LG,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,남양유업우,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,동양생명,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,삼성전자,-0.9998281002044678,,1
2019-08-22 00:00:00+09:00,쌍용차,-0.9998281002044678,,1
2019-08-23 00:00:00+09:00,##강우,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,##건,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,##생활,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,LG,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,남양유업우,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,동양생명,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,삼성전자,-0.999828577041626,,1
2019-08-23 00:00:00+09:00,쌍용차,-0.999828577041626,,1
2019-08-29 00:00:00+09:00,부산광역시,-0.9955229759216309,,1
2019-08-29 00:00:00+09:00,시장,-0.9955229759216309,,1
2019-08-29 00:00:00+09:00,오거돈,-0.9955229759216309,,1
2019-08-30 00:00:00+09:00,롯데컬처웍스 대표,-0.9931848645210266,,1
2019-08-30 00:00:00+09:00,박남춘,-0.99573814868927,,1
2019-08-30 00:00:00+09:00,인천광역시 시장,-0.99573814868927,,1
2019-08-30 00:00:00+09:00,차원천,-0.9931848645210266,,1
2019-09-26 00:00:00+09:00,##강우,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,##건,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,##생활,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,LG,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,S - Oil,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,남양유업,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,동양생명,-0.9998284578323364,,1
2019-09-26 00:00:00+09:00,삼성전자,-0.9998284578323364,,1
2019-09-27 00:00:00+09:00,경상북도 도지사,-0.9962982535362244,,1
2019-09-27 00:00:00+09:00,이철우,-0.9962982535362244,,1
2019-09-30 00:00:00+09:00,##와 제약 산업이,-0.9998296499252319,,1
2019-09-30 00:00:00+09:00,한국의,-0.9998296499252319,,1
2019-10-07 00:00:00+09:00,도지사,-0.9952704310417175,,1
2019-10-07 00:00:00+09:00,송하진,-0.9952704310417175,,1
2019-10-07 00:00:00+09:00,전라북도,-0.9952704310417175,,1
2019-10-16 00:00:00+09:00,LG화학 전지사업본부장,-0.9977974891662598,,1
2019-10-16 00:00:00+09:00,김종현,-0.9977974891662598,,1
2019-10-18 00:00:00+09:00,강원도,-0.9970259070396423,,1
2019-10-18 00:00:00+09:00,도지사,-0.9970259070396423,,1
2019-10-18 00:00:00+09:00,최문순,-0.9970259070396423,,1
2019-10-23 00:00:00+09:00,##곳,-0.9771683216094971,,1
2019-10-23 00:00:00+09:00,##에 입주기업,-0.9771683216094971,,1
2019-10-29 00:00:00+09:00,이원희,-0.9989677667617798,,1
2019-10-29 00:00:00+09:00,현대자동차 대표이사,-0.9989677667617798,,1
2019-10-30 00:00:00+09:00,BNK금융지주 대표,-0.9866944551467896,,1
2019-11-01 00:00:00+09:00,SKT,-0.7469674348831177,,1
