Date,Price,Open,High,Low,Vol.,Change %
2023-05-04,191.53,193.2,193.29,191.13,,-0.78%
2023-05-05,190.63,191.6,191.66,190.35,,-0.47%
2023-05-08,191.17,190.72,191.91,190.7,,0.28%
2023-05-09,191.58,191.35,192.01,190.65,,0.21%
2023-05-10,190.03,191.65,191.77,190.05,,-0.81%
2023-05-11,191.5,190.13,192.15,189.75,,0.77%
2023-05-12,192.9,191.57,193.06,191.26,,0.73%
2023-05-15,192.06,192.93,192.99,191.71,,-0.44%
2023-05-16,192.35,192.13,192.55,191.71,,0.15%
2023-05-17,190.63,192.41,192.57,190.38,,-0.89%
2023-05-18,189.64,190.71,191.1,189.46,,-0.52%
2023-05-19,189.05,189.6,189.84,188.43,,-0.31%
2023-05-22,186.71,189.1,189.26,186.68,,-1.24%
2023-05-23,186.92,186.79,187.49,185.8,,0.11%
2023-05-24,186.68,187.1,187.41,186.34,,-0.13%
2023-05-25,188.03,186.77,188.31,186.45,,0.72%
2023-05-26,187.18,188.05,188.32,186.99,,-0.45%
2023-05-29,187.17,187.33,187.8,186.82,,-0.01%
2023-05-30,186.39,187.32,187.41,186.01,,-0.42%
2023-05-31,185.67,186.46,186.96,185.74,,-0.39%
2023-06-01,184.95,185.94,186.41,184.99,,-0.39%
2023-06-02,184.27,185.1,185.29,183.96,,-0.37%
2023-06-05,183.11,184.35,185.05,182.88,,-0.63%
2023-06-06,182.47,183.18,183.48,182.32,,-0.35%
2023-06-07,183.49,182.54,183.67,182.07,,0.56%
2023-06-08,182.11,183.56,183.65,182.24,,-0.75%
2023-06-09,180.55,182.3,182.6,180.49,,-0.86%
2023-06-12,179.72,180.63,181.34,179.61,,-0.46%
2023-06-13,176.82,179.81,179.96,176.84,,-1.61%
2023-06-14,177.79,176.9,178.76,176.58,,0.55%
2023-06-15,178.31,177.9,179.23,177.54,,0.29%
2023-06-16,179.03,178.4,179.75,178.07,,0.40%
2023-06-19,179.04,179.23,179.89,178.74,,0.01%
2023-06-20,179.37,179.19,179.78,178.13,,0.18%
2023-06-21,179.41,179.46,180.46,179.06,,0.02%
2023-06-22,180.78,179.51,181.51,179.14,,0.76%
2023-06-23,182.2,180.88,182.65,180.55,,0.79%
2023-06-26,180.28,182.29,182.4,180.24,,-1.05%
2023-06-27,179.91,180.37,180.86,179.49,,-0.21%
2023-06-28,180.66,179.98,181.24,179.68,,0.42%
2023-06-29,182.29,180.74,182.66,180.16,,0.90%
2023-06-30,181.31,182.45,182.63,181.26,,-0.54%
2023-07-03,180.1,181.6,181.64,179.9,,-0.67%
2023-07-04,179.4,180.18,180.69,179.21,,-0.39%
2023-07-05,179.85,179.47,180.65,179.13,,0.25%
2023-07-06,180.54,179.93,181.3,179.37,,0.38%
2023-07-07,179.72,180.6,180.93,179.46,,-0.45%
2023-07-10,179.66,179.9,180.66,179.55,,-0.03%
2023-07-11,179.09,179.73,180.04,179.01,,-0.32%
2023-07-12,177.83,179.17,180.3,177.74,,-0.70%
2023-07-13,177.12,177.89,178.62,176.87,,-0.40%
2023-07-14,177.58,177.2,178.02,176.59,,0.26%
2023-07-17,176.1,177.74,177.95,176.15,,-0.83%
2023-07-18,176.14,176.2,176.63,175.23,,0.02%
2023-07-19,175.28,176.23,176.53,175.1,,-0.49%
2023-07-20,177.81,175.45,178.38,174.62,,1.44%
2023-07-21,178.9,177.93,179.65,177.76,,0.61%
2023-07-24,178.15,179.01,179.33,177.7,,-0.42%
2023-07-25,178.77,178.24,179.3,177.86,,0.35%
2023-07-26,177.69,178.88,179.57,177.34,,-0.60%
2023-07-27,178.92,177.79,179.3,177.24,,0.69%
2023-07-28,178.02,179,179.12,178.1,,-0.50%
2023-07-31,178.9,178.1,179.09,177.84,,0.49%
2023-08-01,179.58,178.96,180.04,178.49,,0.38%
2023-08-02,180.6,179.64,181.15,179.29,,0.57%
2023-08-03,181.24,180.69,181.6,180.01,,0.35%
2023-08-04,181.85,181.4,182.68,180.96,,0.34%
2023-08-07,181.72,181.89,182.41,180.65,,-0.07%
2023-08-08,182.39,181.84,183.22,181.46,,0.37%
2023-08-09,182.08,182.48,183.31,181.97,,-0.17%
2023-08-10,182.41,182.13,183.04,181.46,,0.18%
2023-08-11,183.75,182.62,184.29,182.34,,0.73%
2023-08-14,184.23,183.83,184.49,183.01,,0.26%
2023-08-15,183.46,184.29,184.38,182.87,,-0.42%
2023-08-16,183.75,183.55,184.39,182.98,,0.16%
2023-08-17,183.66,183.87,184.2,183.17,,-0.05%
2023-08-18,183.87,183.74,184.49,182.74,,0.11%
2023-08-21,183.72,184.05,184.41,183.38,,-0.08%
2023-08-22,183.65,183.88,184.29,183.04,,-0.04%
2023-08-23,182.2,183.82,184.05,182.27,,-0.79%
2023-08-24,182.33,182.45,182.76,181.07,,0.07%
2023-08-25,181.53,182.49,182.68,181.09,,-0.44%
2023-08-28,181.57,181.7,182.07,180.95,,0.02%
2023-08-29,181.01,181.63,182.2,181.04,,-0.31%
2023-08-30,181.64,181.11,181.91,181.1,,0.35%
2023-08-31,182.54,181.71,182.79,181.18,,0.50%
2023-09-01,181.42,182.6,182.73,181.01,,-0.61%
2023-09-04,181.15,181.57,182.05,181.13,,-0.15%
2023-09-05,181.93,181.27,182.85,181.05,,0.43%
2023-09-06,182.22,182.07,183.17,181.71,,0.16%
2023-09-07,181.92,182.38,182.85,181.71,,-0.16%
2023-09-08,181.75,182.12,182.34,181.33,,-0.09%
2023-09-11,181.81,181.96,183.12,181.5,,0.03%
2023-09-12,181.85,181.92,182.38,181.52,,0.02%
2023-09-13,182.43,181.95,182.94,181.52,,0.32%
2023-09-14,182.65,182.67,182.96,181.92,,0.12%
2023-09-15,182.61,182.74,183.27,182.12,,-0.02%
2023-09-18,181.51,182.74,182.83,181.49,,-0.60%
2023-09-19,182.06,181.58,182.22,180.95,,0.30%
2023-09-20,182.87,182.12,183.31,181.62,,0.44%
2023-09-21,183.2,182.96,183.99,182.72,,0.18%
2023-09-22,182.77,183.3,183.62,182.26,,-0.23%
2023-09-25,182.97,182.99,183.49,182.24,,0.11%
2023-09-26,184.98,183.22,185.34,182.9,,1.10%
2023-09-27,185.26,185.21,186.04,184.45,,0.15%
2023-09-28,184.82,185.4,185.84,184.54,,-0.24%
2023-09-29,185.14,184.97,185.4,183.76,,0.17%
2023-10-02,185.68,185.26,186.23,184.79,,0.29%
2023-10-03,186.4,185.88,186.77,185.57,,0.39%
2023-10-04,185.1,186.54,186.83,184.9,,-0.70%
2023-10-05,184.29,185.21,185.5,184.2,,-0.44%
2023-10-06,184.14,184.39,185.87,183.9,,-0.08%
2023-10-09,184.68,184.14,185.78,184.1,,0.29%
2023-10-10,183.82,184.81,185.5,183.93,,-0.47%
2023-10-11,183.32,184.02,184.21,183.23,,-0.27%
2023-10-12,184.7,183.49,185.09,182.97,,0.75%
2023-10-13,185.06,184.78,185.32,184.46,,0.19%
2023-10-16,184.36,185.21,185.54,184.34,,-0.38%
2023-10-17,184.96,184.41,185.66,184.26,,0.33%
2023-10-18,185.06,185.1,185.64,184.39,,0.05%
2023-10-19,185.39,185.29,185.99,184.95,,0.18%
2023-10-20,184.37,185.57,185.94,184.4,,-0.55%
2023-10-23,183.45,184.57,185.21,183.53,,-0.50%
2023-10-24,183.82,183.66,184.37,183.4,,0.20%
2023-10-25,184.81,183.9,185.07,183.75,,0.54%
2023-10-26,184.88,184.89,185.93,184.73,,0.04%
2023-10-27,185.16,185.02,185.63,184.23,,0.15%
2023-10-30,183.99,185.46,185.51,183.98,,-0.63%
2023-10-31,184.79,184.11,185.32,183.95,,0.43%
2023-11-01,184.17,184.89,185.77,184.23,,-0.34%
2023-11-02,182.27,184.32,184.4,181.57,,-1.03%
2023-11-03,179.16,182.38,182.73,178.54,,-1.71%
2023-11-06,178.56,179.14,179.82,177.74,,-0.33%
2023-11-07,179.17,178.71,180.28,178.62,,0.34%
2023-11-08,179.61,179.26,180.68,178.65,,0.25%
2023-11-09,180.81,179.82,181.04,178.87,,0.67%
2023-11-10,180.6,180.99,181.31,180.21,,-0.12%
2023-11-13,180.94,180.82,181.9,180.71,,0.19%
2023-11-14,179.84,181.01,182.39,179.6,,-0.61%
2023-11-15,180.02,179.92,180.39,178.98,,0.10%
2023-11-16,178.42,180.1,180.62,177.6,,-0.89%
2023-11-17,179.45,178.5,179.84,178.05,,0.58%
2023-11-20,179.47,179.67,180.53,179.19,,0.01%
2023-11-21,181.31,179.73,181.66,179.1,,1.03%
2023-11-22,181.75,181.58,182.73,180.85,,0.24%
2023-11-23,181.88,181.76,182.4,181.2,,0.07%
2023-11-24,182.22,182.07,182.97,181.43,,0.19%
2023-11-27,181.31,182.1,182.98,181.43,,-0.50%
2023-11-28,180.08,181.52,181.59,179.88,,-0.68%
2023-11-29,181.04,180.26,181.53,179.81,,0.53%
2023-11-30,182.07,180.99,182.43,180.6,,0.57%
2023-12-01,181.12,182.29,183.29,181.23,,-0.52%
2023-12-04,183.35,181.23,183.86,181.2,,1.23%
2023-12-05,183.67,183.49,184.57,183.1,,0.17%
2023-12-06,183.82,183.8,184.12,183.21,,0.08%
2023-12-07,183.74,183.73,185.46,183.42,,-0.04%
2023-12-08,183.66,183.75,184.26,182.29,,-0.04%
2023-12-11,183.41,183.66,184.16,183.15,,-0.14%
2023-12-12,182.64,183.49,183.83,182.36,,-0.42%
2023-12-13,183.6,182.88,183.99,182.73,,0.53%
2023-12-14,181.21,182.12,182.16,180.1,,-1.30%
2023-12-15,182.67,181.43,183.37,181.15,,0.81%
2023-12-18,182.62,182.92,183.04,181.85,,-0.03%
2023-12-19,182.34,182.78,183.42,182.18,,-0.15%
2023-12-20,182.58,182.46,182.93,181.81,,0.13%
2023-12-21,181.35,182.63,182.93,181.52,,-0.67%
2023-12-22,181.81,181.67,182.7,181.55,,0.25%
2023-12-25,181.51,181.99,182.13,181.62,,-0.17%
2023-12-26,181.14,181.65,182.18,180.79,,-0.20%
2023-12-27,181.03,181.28,181.45,180.74,,-0.06%
2023-12-28,181.34,181.33,181.55,180.45,,0.17%
2023-12-29,182.26,181.44,183.12,180.62,,0.51%
2024-01-01,182.14,182.37,182.37,182.34,,-0.07%
2024-01-02,183.51,182.16,184.07,181.82,,0.75%
2024-01-03,183.12,183.5,183.77,182.65,,-0.21%
2024-01-04,183.39,183.26,183.79,182.57,,0.15%
2024-01-05,183.98,183.6,184.9,182.9,,0.32%
2024-01-08,183.34,184.16,184.55,183.34,,-0.35%
2024-01-09,184.14,183.4,184.44,182.85,,0.44%
2024-01-10,183.9,184.21,184.48,183.65,,-0.13%
2024-01-11,183.25,183.98,184.54,183.24,,-0.35%
2024-01-12,183.18,183.38,183.85,182.48,,-0.04%
2024-01-15,184.02,183.32,184.51,183.26,,0.46%
2024-01-16,186.06,184.15,186.44,184.09,,1.11%
2024-01-17,186.75,186.21,187.69,185.9,,0.37%
2024-01-18,185.98,186.96,187.18,185.66,,-0.41%
2024-01-19,185.39,186.17,186.21,185.25,,-0.32%
2024-01-22,186.14,185.41,186.5,184.96,,0.40%
2024-01-23,186.45,186.23,187.07,185.53,,0.17%
2024-01-24,186.19,186.68,187.02,185.75,,-0.14%
2024-01-25,186.36,186.42,187.01,186.16,,0.09%
2024-01-26,186.22,186.52,186.86,185.7,,-0.08%
2024-01-29,185.61,186.41,186.59,185.43,,-0.33%
2024-01-30,185.11,185.72,185.82,184.85,,-0.27%
2024-01-31,186.04,185.49,186.52,185.12,,0.50%
2024-02-01,185.08,186.18,186.38,185.07,,-0.52%
2024-02-02,185.98,185.2,186.25,183.9,,0.49%
2024-02-05,185.19,185.96,186.24,184.85,,-0.42%
2024-02-06,184.5,185.31,185.46,184.26,,-0.37%
2024-02-07,184.59,184.57,184.93,183.88,,0.05%
2024-02-08,184.98,184.66,185.36,184.16,,0.21%
2024-02-09,184.88,185.16,185.46,184.82,,-0.05%
2024-02-12,184.68,185.11,185.29,184.6,,-0.11%
2024-02-13,186.36,184.79,186.83,184.43,,0.91%
2024-02-14,184.86,186.45,186.5,184.88,,-0.80%
2024-02-15,184.67,185.18,185.62,184.67,,-0.10%
2024-02-16,185.05,184.82,185.91,184.68,,0.21%
2024-02-19,185.27,185.29,185.71,184.98,,0.12%
2024-02-20,185.42,185.45,186.09,185.16,,0.08%
2024-02-21,185.39,185.5,186.04,185.29,,-0.02%
2024-02-22,184.47,185.45,185.68,184.21,,-0.50%
2024-02-23,184.8,184.51,185.36,184.41,,0.18%
2024-02-26,185.04,184.84,185.27,184.52,,0.13%
2024-02-27,185.06,185.12,185.3,184.72,,0.01%
2024-02-28,185.33,185.1,185.88,184.85,,0.15%
2024-02-29,185.65,185.6,186.01,184.99,,0.17%
2024-03-01,184.86,185.82,186,184.99,,-0.43%
2024-03-04,184.87,184.96,185.21,184.52,,0.01%
2024-03-05,185.55,185.04,185.88,184.8,,0.37%
2024-03-06,184.62,185.72,185.85,184.66,,-0.50%
2024-03-07,183.94,184.79,185.18,184,,-0.37%
2024-03-08,183.12,184.1,184.52,182.47,,-0.45%
2024-03-11,182.45,183.27,183.53,181.9,,-0.37%
2024-03-12,182.63,182.6,183.17,182.21,,0.10%
2024-03-13,182.79,182.73,183.45,182.34,,0.09%
2024-03-14,183.95,182.85,184.29,182.51,,0.63%
2024-03-15,184.9,184.15,185.3,183.84,,0.52%
2024-03-18,185.62,184.98,185.9,184.84,,0.39%
2024-03-19,185.74,185.74,186.37,185.6,,0.06%
2024-03-20,184.62,185.78,186.43,184.79,,-0.60%
2024-03-21,185.3,184.84,185.65,183.62,,0.37%
2024-03-22,185.82,185.49,186.43,184.7,,0.28%
2024-03-25,185.64,185.92,186.44,184.99,,-0.10%
2024-03-26,186.02,185.77,186.36,185.02,,0.20%
2024-03-27,186.76,186.21,187.26,185.75,,0.40%
2024-03-28,186.71,186.87,187.26,185.85,,-0.03%
2024-03-29,186.24,186.9,186.91,186.03,,-0.25%
2024-04-01,187.16,186.44,187.55,185.95,,0.49%
2024-04-02,186.82,187.21,187.57,186.26,,-0.18%
2024-04-03,185.88,186.91,187.13,185.95,,-0.50%
2024-04-04,186.76,186,186.9,185.66,,0.47%
2024-04-05,186.73,186.85,187.5,186.4,,-0.02%
2024-04-08,187.22,186.8,187.65,186.76,,0.26%
2024-04-09,186.79,187.38,187.61,186.74,,-0.23%
2024-04-10,188.46,187,188.91,186.15,,0.89%
2024-04-11,188.88,188.55,189.49,188.2,,0.22%
2024-04-12,190.63,189.09,191.58,188.79,,0.93%
2024-04-15,191.6,190.76,192.22,190.7,,0.51%
2024-04-16,191.96,191.77,193.56,191.66,,0.19%
2024-04-17,190.47,192.04,192.37,190.6,,-0.78%
2024-04-18,190.55,190.65,191.11,189.53,,0.04%
2024-04-19,189.81,190.71,192.46,189.88,,-0.39%
2024-04-22,190.33,189.98,191.12,189.84,,0.27%
2024-04-23,189.5,190.43,190.54,189.29,,-0.44%
2024-04-24,190.04,189.62,190.26,188.68,,0.28%
2024-04-25,189.41,190.15,190.43,189.36,,-0.33%
2024-04-26,189.94,189.53,190.36,189.2,,0.28%
2024-04-29,190.07,190.18,191.06,189.73,,0.07%
2024-04-30,191.3,190.19,191.54,189.87,,0.65%
2024-05-01,190.17,191.41,191.71,190.4,,-0.59%
2024-05-02,188.72,190.37,191.07,188.73,,-0.76%
2024-05-03,187.05,188.91,189.58,186.06,,-0.88%
2024-05-06,187.92,187.43,188.66,187.05,,0.47%
2024-05-07,188.22,188.03,188.64,187.71,,0.16%
2024-05-08,188.82,188.32,189.41,188.01,,0.32%
2024-05-09,188.99,188.94,190.09,188.73,,0.09%
2024-05-10,189.51,189.17,189.85,188.84,,0.28%
2024-05-13,188.87,189.73,190.01,188.72,,-0.34%
2024-05-14,188.66,188.98,189.58,188.51,,-0.11%
2024-05-15,187.39,188.77,188.98,187.32,,-0.67%
2024-05-16,186.77,187.48,187.65,186.07,,-0.33%
2024-05-17,187.09,186.97,188.21,186.62,,0.17%
2024-05-20,187.95,187.4,188.35,187.22,,0.46%
2024-05-21,188.31,188.18,189.1,187.82,,0.19%
2024-05-22,188.46,188.51,189.03,187.87,,0.08%
2024-05-23,188.8,188.74,189.13,187.85,,0.18%
2024-05-24,188.57,188.99,189.6,188.41,,-0.12%
2024-05-27,187.71,188.74,188.97,187.85,,-0.46%
2024-05-28,188.05,187.96,188.35,187.04,,0.18%
2024-05-29,188.99,188.25,189.27,187.88,,0.50%
2024-05-30,190.05,189.19,190.69,188.86,,0.56%
2024-05-31,190.79,190.29,191.73,189.96,,0.39%
2024-06-03,189.21,190.99,191.09,189.33,,-0.83%
2024-06-04,189.63,189.4,190.46,189.01,,0.22%
2024-06-05,188.81,189.85,190.35,188.71,,-0.43%
2024-06-06,188.21,189.01,189.16,188.24,,-0.32%
2024-06-07,190.23,188.35,190.49,188.13,,1.07%
2024-06-10,189.51,190.41,190.86,189.54,,-0.38%
2024-06-11,189.88,189.68,190.42,189.6,,0.20%
2024-06-12,189.17,190.05,190.4,188.35,,-0.37%
2024-06-13,189.63,189.4,190.14,188.56,,0.24%
2024-06-14,190.45,189.79,191.23,189.49,,0.43%
2024-06-17,189.97,190.65,190.8,189.9,,-0.25%
2024-06-18,190.04,190.18,191.01,189.85,,0.04%
2024-06-19,190.29,190.19,190.74,189.84,,0.13%
2024-06-20,191.71,190.5,191.94,190.16,,0.75%
2024-06-21,191.02,191.81,191.99,190.87,,-0.36%
2024-06-24,190.97,191.29,191.88,190.76,,-0.03%
2024-06-25,191.44,191.04,191.76,190.63,,0.25%
2024-06-26,191.68,191.6,192.01,190.97,,0.13%
2024-06-27,190.72,191.88,192.08,190.36,,-0.50%
2024-06-28,189.99,190.91,191.26,189.24,,-0.38%
2024-07-01,190.21,190.07,190.63,189.51,,0.12%
2024-07-02,190.61,190.35,191.29,190.13,,0.21%
2024-07-03,190.74,190.71,191.48,190.07,,0.07%
2024-07-04,189.86,190.86,190.93,189.7,,-0.46%
2024-07-05,189.38,189.91,190.43,189.34,,-0.25%
2024-07-08,190.3,189.52,190.66,189.38,,0.49%
2024-07-09,190.15,190.43,190.8,189.87,,-0.08%
2024-07-10,190.05,190.29,190.85,189.99,,-0.05%
2024-07-11,188.88,190.21,190.35,188.77,,-0.62%
2024-07-12,189.45,189.07,190.01,188.7,,0.30%
2024-07-15,190.64,189.66,190.93,189.56,,0.63%
2024-07-16,190.24,190.82,191.18,190.13,,-0.21%
2024-07-17,189.83,190.39,190.54,189.49,,-0.22%
2024-07-18,190.68,190.01,191.04,189.46,,0.45%
2024-07-19,191.04,190.9,191.49,190.57,,0.19%
2024-07-22,190.68,191.18,191.29,190.65,,-0.19%
2024-07-23,190.32,190.82,190.98,190,,-0.19%
2024-07-24,190.3,190.52,190.91,189.68,,-0.01%
2024-07-25,191.12,190.52,191.55,190.18,,0.43%
2024-07-26,190.81,191.35,191.93,190.77,,-0.16%
2024-07-29,190.15,190.99,191.34,190.16,,-0.35%
2024-07-30,190.7,190.34,191.13,190,,0.29%
2024-07-31,189.62,190.91,191.3,189.31,,-0.57%
2024-08-01,188.98,189.65,189.9,188.23,,-0.34%
2024-08-02,189.46,189.17,190.47,188.79,,0.25%
2024-08-05,191.62,189.68,192.46,189.22,,1.14%
2024-08-06,192.04,191.88,193.07,191.4,,0.22%
2024-08-07,191.49,192.21,192.53,191.15,,-0.29%
2024-08-08,191.35,191.75,192.57,191.41,,-0.07%
2024-08-09,190.3,191.48,192.03,189.84,,-0.55%
2024-08-12,190.77,190.48,191.33,190.15,,0.25%
2024-08-13,190.25,190.99,191.64,190.34,,-0.27%
2024-08-14,189.94,190.47,190.82,189.49,,-0.16%
2024-08-15,190.11,190.27,191.04,189.29,,0.09%
2024-08-16,188.28,190.27,190.46,188.3,,-0.96%
2024-08-19,186.49,188.43,188.55,186.27,,-0.95%
2024-08-20,186.1,186.6,187.11,185.49,,-0.21%
2024-08-21,186.79,186.36,187.88,185.93,,0.37%
2024-08-22,187.71,187.01,188.16,186.6,,0.49%
2024-08-23,185.73,187.93,188.12,185.74,,-1.05%
2024-08-26,186.37,185.93,186.74,184.97,,0.34%
2024-08-27,186.07,186.55,187.34,186.18,,-0.16%
2024-08-28,187.46,186.3,187.85,186.22,,0.75%
2024-08-29,187.83,187.7,188.16,187.04,,0.20%
2024-08-30,188.47,187.99,188.84,187.66,,0.34%
2024-09-02,187.9,188.63,188.98,187.94,,-0.30%
2024-09-03,188.05,188.02,188.84,187.68,,0.08%
2024-09-04,187.45,188.3,189.15,187.54,,-0.32%
2024-09-05,187.91,187.72,188.63,187.35,,0.25%
2024-09-06,188.61,188.01,189.1,187.1,,0.37%
2024-09-09,188.59,188.85,189.6,188.21,,-0.01%
2024-09-10,188.63,188.76,189.24,188.24,,0.02%
2024-09-11,188.06,188.79,188.96,187.91,,-0.30%
2024-09-12,187.63,188.18,188.76,187.71,,-0.23%
2024-09-13,187.22,187.89,188.06,186.62,,-0.22%
2024-09-16,186.13,187.49,187.63,185.66,,-0.58%
2024-09-17,185.86,186.2,186.35,185.43,,-0.15%
2024-09-18,186.25,186.18,187.2,185.94,,0.21%
2024-09-19,187.72,187.35,188.6,187.13,,0.79%
2024-09-20,188.83,187.99,189.71,187.73,,0.59%
2024-09-23,189.1,188.98,189.88,188.89,,0.14%
2024-09-24,188.45,189.18,190.06,188.45,,-0.34%
2024-09-25,189.61,188.56,190.4,188.18,,0.62%
2024-09-26,187.22,189.91,190.1,187.26,,-1.26%
2024-09-27,186.6,187.38,188.74,186.35,,-0.33%
2024-09-30,187.62,186.85,187.96,185.8,,0.55%
2024-10-01,188.59,187.73,188.93,187.45,,0.52%
2024-10-02,188.59,188.76,188.94,187.68,,0.00%
2024-10-03,189.93,188.79,190.68,188.46,,0.71%
2024-10-04,191.81,190.23,192.63,189.63,,0.99%
2024-10-07,191.63,191.9,192.45,191.32,,-0.09%
2024-10-08,189.68,191.76,192.12,189.88,,-1.02%
2024-10-09,190.02,189.98,190.65,189.59,,0.18%
2024-10-10,190.54,190.29,191.52,189.88,,0.27%
2024-10-11,190.8,190.79,191.49,190.2,,0.14%
2024-10-14,191.35,190.94,192.18,190.94,,0.29%
2024-10-15,191.53,191.66,192.07,190.85,,0.09%
2024-10-16,191.54,191.59,192.11,191.13,,0.01%
2024-10-17,192.29,191.65,192.88,191.29,,0.39%
2024-10-18,192.65,192.49,193.29,192.24,,0.19%
2024-10-21,193.68,192.87,194.26,192.38,,0.53%
2024-10-22,193.48,193.8,194.3,193.33,,-0.10%
2024-10-23,193.63,193.71,194.57,193.38,,0.08%
2024-10-24,193.61,193.74,194.3,193.43,,-0.01%
